,Gender,Age-group,Income-Level,Occupation
2629,1,1,1,2
2630,1,1,1,2
2631,0,1,1,6
2632,0,1,1,6
2633,1,1,1,6
2634,0,1,1,9
2635,1,1,1,7
2636,1,1,1,6
2637,1,0,1,6
2638,0,2,1,8
2639,1,1,1,6
2640,1,0,1,2
2641,0,0,1,6
2642,1,1,1,6
2643,0,1,1,2
2644,1,1,1,2
2645,0,1,1,6
2646,0,0,1,7
2647,0,0,1,6
2648,1,1,1,6
2649,0,2,1,8
2650,1,1,1,9
2651,0,1,1,7
2652,1,1,1,6
2653,0,1,1,6
2654,1,1,1,6
2655,1,0,1,6
2656,0,1,1,7
2657,0,1,1,6
2658,0,1,1,7
2659,1,1,1,7
2660,0,1,1,7
2661,1,1,1,6
2662,1,1,1,6
2663,0,0,1,2
2664,1,1,1,7
2665,1,1,1,2
2666,1,0,1,6
2667,0,1,1,2
2668,1,0,1,9
2669,1,0,1,7
2670,0,1,1,7
2671,0,1,1,6
2672,0,2,1,8
2673,1,0,1,9
2674,1,1,1,7
2675,1,0,1,6
2676,1,1,1,6
2677,1,1,1,6
2678,1,1,1,6
2679,0,2,1,6
2680,1,1,1,2
2681,0,1,1,6
2682,0,1,1,6
2683,1,1,1,7
2684,1,1,1,7
2685,1,1,1,6
2686,0,1,1,7
2687,1,1,1,7
2688,1,0,1,2
2689,1,1,1,2
2690,0,1,1,6
2691,0,1,1,2
2692,1,0,1,9
2693,1,1,1,2
2694,0,1,1,6
2695,0,1,1,7
2696,1,1,1,6
2697,1,1,1,6
2698,1,1,1,2
2699,1,1,1,9
2700,1,1,1,2
2701,1,0,1,2
2702,0,0,1,2
2703,0,1,1,6
2704,0,1,1,6
2705,1,1,1,2
2706,0,1,1,2
2707,1,1,1,6
2708,0,1,1,2
2709,0,2,1,2
2710,0,1,1,6
2711,0,1,1,6
2712,0,1,1,2
2713,1,1,1,7
2714,0,0,1,7
2715,0,1,1,6
2716,1,1,1,6
2717,1,2,1,7
2718,1,1,1,6
2719,1,0,1,6
2720,0,1,1,2
2721,0,1,1,9
2722,0,1,1,2
2723,1,1,1,6
2724,1,1,1,6
2725,0,1,1,7
2726,0,1,1,7
2727,0,1,1,6
2728,0,0,1,7
2729,1,1,1,7
2730,1,1,1,6
2731,0,1,1,6
2732,0,0,2,9
2733,0,0,2,9
2734,0,0,2,7
2735,1,0,2,2
2736,0,2,2,8
2737,0,2,2,8
2738,1,1,2,7
2739,1,2,0,2
2740,0,1,0,6
2741,0,2,0,6
2742,1,1,0,2
2743,1,1,0,6
2744,0,1,0,6
2745,0,2,0,6
2746,0,1,0,6
2747,1,1,0,2
2748,1,1,0,9
2749,0,0,0,7
2750,1,1,0,2
2751,0,2,0,6
2752,1,1,0,6
2753,1,1,0,2
2754,0,1,0,2
2755,1,1,0,2
2756,0,2,0,6
2757,1,2,0,6
2758,0,1,0,6
2759,0,1,0,2
2760,1,1,0,6
2761,1,1,0,6
2762,1,1,0,6
2763,1,1,0,6
2764,0,1,0,6
2765,1,1,0,7
2766,0,2,0,6
2767,1,0,0,9
2768,1,1,0,6
2769,0,2,0,8
2770,1,1,0,6
2771,0,1,0,2
2772,0,2,0,9
2773,1,1,0,6
2774,0,2,0,8
2775,1,1,0,9
2776,0,1,0,9
2777,1,1,0,6
2778,0,1,0,6
2779,1,1,0,6
2780,0,1,0,2
2781,1,1,0,2
2782,0,1,0,6
2783,1,1,0,7
2784,0,1,0,7
2785,1,1,0,6
2786,0,1,0,9
2787,1,1,0,6
2788,0,1,0,2
2789,1,2,0,6
2790,1,2,0,6
2791,0,1,0,6
2792,0,1,0,2
2793,0,1,0,2
2794,1,2,0,2
2795,1,1,0,6
2796,1,2,0,2
2797,1,2,0,8
2798,0,2,0,8
2799,1,2,0,6
2800,0,2,0,2
2801,1,1,0,2
2802,0,1,0,2
2803,1,1,0,2
2804,1,1,0,8
2805,0,1,0,6
2806,0,0,0,2
2807,0,1,0,9
2808,1,0,0,6
2809,0,1,0,6
2810,1,1,0,2
2811,1,1,0,6
2812,0,2,0,6
2813,1,1,0,6
2814,1,1,0,2
2815,1,1,0,6
2816,1,2,0,8
2817,1,1,0,2
2818,0,1,0,6
2819,1,1,0,6
2820,0,1,0,6
2821,1,2,0,6
2822,0,0,0,6
2823,1,2,0,8
2824,1,2,0,6
2825,0,1,0,6
2826,0,1,0,6
2827,0,2,0,9
2828,1,1,0,7
2829,0,0,0,9
2830,1,1,0,6
2831,0,1,0,2
2832,0,1,0,6
2833,0,1,0,6
2834,0,1,0,9
2835,1,1,0,9
2836,0,1,0,7
2837,0,2,0,9
2838,0,2,0,8
2839,1,2,0,6
2840,0,1,0,6
2841,1,1,0,2
2842,0,1,0,6
2843,1,1,0,7
2844,1,1,0,6
2845,0,0,0,6
2846,0,2,0,9
2847,0,2,0,8
2848,0,0,0,5
2849,1,1,0,7
2850,0,2,0,6
2851,0,0,0,6
2852,1,2,0,8
2853,0,2,0,8
2854,1,0,0,2
2855,0,1,0,6
2856,0,1,0,6
2857,0,2,0,6
2858,0,2,0,9
2859,0,0,0,6
2860,0,1,0,6
2861,0,1,0,6
2862,0,1,0,6
2863,0,1,0,6
2864,1,2,0,6
2865,1,2,0,6
2866,1,2,0,6
2867,1,0,0,6
2868,1,0,0,2
2869,0,2,0,6
2870,1,2,0,6
2871,0,1,0,6
2872,1,1,0,2
2873,0,1,0,9
2874,1,1,0,7
2875,0,2,0,8
2876,1,1,0,2
2877,1,1,0,7
2878,1,1,0,6
2879,1,1,0,2
2880,1,1,0,6
2881,1,1,0,6
2882,0,2,0,8
2883,1,2,0,8
2884,1,1,0,2
2885,0,2,0,8
2886,1,1,0,6
2887,1,1,0,7
2888,0,2,0,8
2889,1,2,0,6
2890,0,1,0,9
2891,1,1,0,9
2892,0,1,0,9
2893,0,1,0,2
2894,1,1,0,7
2895,1,1,0,9
2896,0,2,0,6
2897,0,0,0,9
2898,0,1,0,9
2899,0,1,0,9
2900,1,1,0,6
2901,1,2,0,8
2902,0,1,0,7
2903,1,1,0,9
2904,0,1,0,7
2905,0,0,0,6
2906,0,1,0,7
2907,0,1,0,9
2908,0,1,0,9
2909,1,0,0,6
2910,1,1,0,9
2911,1,1,0,2
2912,0,2,0,8
2913,0,1,0,8
2914,0,2,0,6
2915,1,1,0,6
2916,0,2,0,7
2917,0,2,0,6
2918,0,2,0,8
2919,0,2,0,8
2920,1,2,0,8
2921,1,1,0,7
2922,0,1,0,6
2923,1,1,0,6
2924,0,1,0,2
2925,0,2,0,8
2926,1,1,0,6
2927,1,2,0,6
2928,1,1,0,6
2929,0,1,0,6
2930,1,2,0,9
2931,0,1,0,6
2932,0,1,0,6
2933,0,1,0,6
2934,1,1,0,6
2935,0,1,0,6
2936,1,2,0,6
2937,1,2,0,8
2938,0,1,0,9
2939,1,2,0,2
2940,1,2,0,2
2941,0,1,0,9
2942,1,1,0,2
2943,0,1,0,2
2944,0,0,0,9
2945,0,1,0,7
2946,0,2,0,8
2947,0,1,0,8
2948,1,1,0,6
2949,0,1,0,6
2950,1,1,0,6
2951,1,2,0,9
2952,1,1,0,2
2953,0,2,0,5
2954,0,1,0,6
2955,1,2,0,9
2956,0,1,0,6
2957,0,2,0,6
2958,1,1,0,9
2959,0,1,0,6
2960,1,1,0,6
2961,1,1,0,6
2962,0,1,0,9
2963,0,1,0,1
2964,1,1,0,1
2965,1,0,1,1
2966,0,2,1,1
2967,0,1,1,1
2968,1,1,0,1
2969,0,1,0,1
2970,1,1,0,1
2971,1,1,0,1
2972,0,1,0,1
2973,1,1,0,1
2974,1,1,0,1
2975,0,1,1,1
2976,1,1,1,1
2977,1,1,0,1
2978,0,0,0,1
2979,0,1,0,1
2980,1,1,1,1
2981,1,0,0,1
2982,0,1,1,1
2983,1,0,0,1
2984,1,1,1,1
2985,0,1,0,1
2986,1,0,0,1
2987,1,1,0,1
2988,0,1,1,1
2989,1,1,0,1
2990,0,2,0,1
2991,0,1,1,1
2992,0,1,0,1
2993,1,0,1,1
2994,0,1,0,1
2995,1,1,1,1
2996,1,1,0,1
2997,0,1,0,1
2998,1,1,0,1
2999,1,1,1,1
3000,0,1,0,1
3001,0,0,2,1
3002,0,1,0,1
3003,1,1,1,1
3004,0,1,1,1
3005,1,1,1,1
3006,0,1,1,1
3007,1,2,1,1
3008,0,1,1,1
3009,1,1,1,1
3010,0,1,1,1
3011,1,1,1,1
3012,1,2,0,1
3013,0,1,0,1
3014,1,1,1,1
3015,0,1,0,1
3016,0,1,2,1
3017,1,2,0,1
3018,0,1,0,1
3019,0,1,1,1
3020,1,1,1,1
3021,0,1,0,1
3022,0,2,0,1
3023,1,2,0,1
3024,1,2,0,1
3025,0,2,0,1
3026,0,1,0,1
3027,0,1,1,1
3028,1,1,0,1
3029,0,1,0,1
3030,0,1,1,1
3031,0,1,1,1
3032,1,1,1,1
3033,0,0,0,1
3034,0,1,0,1
3035,1,2,0,1
3036,0,2,0,1
3037,1,1,1,1
3038,0,0,0,1
3039,1,1,1,1
3040,0,1,0,1
3041,1,1,1,1
3042,1,1,1,1
3043,0,1,1,1
3044,0,2,1,1
3045,0,0,1,1
3046,0,1,1,1
3047,1,1,1,1
3048,1,1,1,1
3049,0,1,1,1
3050,1,1,1,1
3051,1,1,1,1
3052,1,0,1,1
3053,0,1,1,1
3054,1,1,2,1
3055,1,1,1,1
3056,1,1,1,1
3057,1,1,2,1
3058,0,1,1,1
3059,0,1,1,1
3060,1,1,0,1
3061,0,1,0,1
3062,1,1,1,1
3063,1,1,0,1
3064,1,1,1,1
3065,1,1,0,1
3066,0,1,1,1
3067,0,1,0,1
3068,0,1,0,1
3069,1,1,1,1
3070,0,1,1,1
3071,0,1,1,1
3072,0,1,0,1
3073,1,1,0,1
3074,0,1,1,1
3075,1,1,1,1
3076,1,1,2,1
3077,1,1,1,1
3078,0,1,1,1
3079,0,1,1,1
3080,0,1,1,1
3081,0,1,0,1
3082,0,1,0,1
3083,1,1,0,1
3084,0,1,0,1
3085,1,1,1,1
3086,0,1,0,1
3087,0,2,1,1
3088,0,1,1,1
3089,0,1,1,1
3090,0,1,0,1
3091,1,1,1,1
3092,0,1,0,1
3093,0,1,1,1
3094,1,1,0,1
3095,1,1,1,1
3096,0,1,0,1
3097,0,1,1,1
3098,1,1,1,1
3099,1,0,1,1
3100,0,1,2,1
3101,0,1,1,1
3102,0,1,2,1
3103,0,1,1,1
3104,0,1,1,1
3105,1,1,1,1
3106,0,1,2,1
3107,1,1,1,1
3108,0,0,1,1
3109,0,2,1,1
3110,0,1,1,1
3111,0,0,1,1
3112,0,2,0,1
3113,1,1,1,1
3114,1,1,1,1
3115,0,1,1,1
3116,0,0,2,1
3117,0,2,0,1
3118,1,1,0,1
3119,1,1,2,1
3120,1,1,1,1
3121,0,1,2,1
3122,1,1,1,1
3123,0,1,1,1
3124,1,1,1,1
3125,1,1,1,1
3126,0,1,1,1
3127,0,1,1,1
3128,0,1,1,1
3129,1,1,1,1
3130,0,2,1,1
3131,0,1,0,1
3132,0,1,0,1
3133,1,1,1,1
3134,1,1,1,1
3135,1,1,1,1
3136,1,1,1,1
3137,0,1,1,1
3138,1,2,0,1
3139,0,0,1,1
3140,0,1,0,1
3141,0,1,0,1
3142,0,1,1,1
3143,1,1,1,1
3144,0,2,1,1
3145,0,1,1,1
3146,0,1,1,1
3147,0,1,0,1
3148,1,1,1,1
3149,1,1,1,1
3150,1,1,1,1
3151,1,1,1,1
3152,0,1,1,1
3153,1,2,1,1
3154,0,1,0,1
3155,0,1,1,1
3156,1,1,1,1
3157,1,2,0,1
3158,0,1,0,1
3159,1,1,1,1
3160,0,0,2,1
3161,1,1,1,1
3162,1,1,0,1
3163,0,1,0,1
3164,1,2,0,1
3165,0,2,1,1
3166,0,1,0,1
3167,1,0,1,1
3168,1,1,1,1
3169,0,1,2,1
3170,1,1,2,1
3171,1,0,2,1
3172,1,0,2,1
3173,1,1,0,1
3174,1,0,2,1
3175,0,1,1,1
3176,1,1,1,1
3177,1,1,1,1
3178,1,1,1,1
3179,0,1,1,1
3180,0,1,1,1
3181,0,1,0,1
3182,0,1,1,1
3183,0,1,1,1
3184,1,1,1,1
3185,1,1,1,1
3186,0,1,1,1
3187,1,1,0,1
3188,1,1,1,1
3189,1,1,1,1
3190,0,1,1,1
3191,1,1,0,1
3192,1,1,0,1
3193,0,1,1,1
3194,1,0,1,1
3195,1,1,1,1
3196,1,1,1,1
3197,0,1,0,1
3198,0,1,0,1
3199,1,1,2,1
3200,1,0,2,1
3201,1,0,2,1
3202,1,1,1,1
3203,0,1,1,1
3204,1,2,1,1
3205,1,1,1,1
3206,0,1,1,1
3207,0,1,1,1
3208,1,1,1,1
3209,0,1,1,1
3210,1,1,1,1
3211,0,1,1,1
3212,0,1,0,1
3213,0,1,0,1
3214,1,1,0,1
3215,0,1,1,1
3216,0,1,0,1
3217,1,1,1,1
3218,0,2,0,1
3219,0,1,1,1
3220,1,1,0,1
3221,1,0,2,1
3222,0,2,1,1
3223,1,1,1,1
3224,1,1,1,1
3225,1,1,1,1
3226,0,1,1,1
3227,1,0,1,1
3228,0,2,0,1
3229,0,2,0,1
3230,1,1,1,1
3231,0,1,0,1
3232,1,2,0,1
3233,1,1,0,1
3234,0,1,1,1
3235,1,1,0,1
3236,1,1,0,1
3237,1,1,1,1
3238,1,1,0,1
3239,0,1,0,1
3240,0,1,0,1
3241,0,0,1,1
3242,1,1,0,1
3243,0,1,0,1
3244,1,1,1,1
3245,0,1,1,1
3246,1,1,0,1
3247,0,1,1,1
3248,0,1,0,1
3249,0,1,0,1
3250,1,1,1,1
3251,1,1,1,1
3252,1,1,0,1
3253,1,1,1,1
3254,1,1,1,1
3255,1,1,1,1
3256,0,1,1,1
3257,1,1,0,1
3258,1,1,1,1
3259,0,0,2,1
3260,0,1,1,1
3261,1,1,1,1
3262,0,1,0,1
3263,1,1,0,1
3264,0,1,1,1
3265,1,1,0,1
3266,0,1,1,1
3267,0,1,1,1
3268,0,1,0,1
3269,0,2,0,1
3270,1,1,1,1
3271,1,1,1,1
3272,1,1,1,1
3273,0,1,1,1
3274,0,1,0,1
3275,1,1,1,1
3276,1,0,2,1
3277,0,1,0,1
3278,0,1,0,1
3279,0,1,0,1
3280,1,1,0,1
3281,0,1,0,1
3282,1,1,0,1
3283,1,1,0,1
3284,0,1,1,1
3285,1,1,0,1
3286,0,1,0,1
3287,0,1,0,1
3288,1,1,1,1
3289,0,1,0,1
3290,1,0,0,1
3291,0,0,0,1
3292,1,1,0,1
3293,1,1,0,1
3294,0,1,0,1
3295,0,2,0,1
3296,1,1,1,1
3297,0,1,1,1
3298,1,1,2,1
3299,0,1,1,1
3300,1,1,2,1
3301,0,1,1,1
3302,1,1,1,1
3303,0,1,1,1
3304,0,1,2,1
3305,0,1,1,1
3306,1,1,1,1
3307,0,1,1,1
3308,1,2,1,1
3309,1,1,1,1
3310,0,1,1,1
3311,1,1,0,1
3312,0,0,0,1
3313,0,0,1,1
3314,0,2,0,1
3315,1,1,1,1
3316,0,0,1,1
3317,0,1,0,1
3318,1,1,0,1
3319,1,0,1,1
3320,1,1,1,1
3321,0,1,1,1
3322,1,1,1,1
3323,1,2,0,1
3324,1,1,0,1
3325,1,1,0,1
3326,1,1,0,1
3327,1,1,0,1
3328,1,1,1,1
3329,1,1,1,1
3330,0,1,1,1
3331,0,1,1,1
3332,0,0,1,1
3333,0,0,1,1
3334,0,1,0,1
3335,0,1,0,1
3336,0,1,0,1
3337,1,1,0,1
3338,1,1,0,1
3339,1,1,0,1
3340,1,1,1,1
3341,0,1,1,1
3342,0,0,1,1
3343,1,0,2,1
3344,1,1,1,1
3345,1,1,0,1
3346,1,1,1,1
3347,0,1,0,1
3348,0,1,1,1
3349,0,1,0,1
3350,0,1,1,1
3351,1,1,2,1
3352,0,2,0,1
3353,0,1,1,1
3354,0,2,1,1
3355,1,2,0,1
3356,1,1,0,1
3357,1,2,1,1
3358,1,1,0,1
3359,0,1,1,1
3360,1,1,0,1
3361,1,1,0,1
3362,1,1,0,1
3363,1,2,0,1
3364,0,1,1,1
3365,1,1,1,1
3366,1,1,1,1
3367,1,1,0,1
3368,1,1,0,1
3369,1,1,1,1
3370,0,1,0,1
3371,1,1,0,1
3372,0,1,1,1
3373,1,1,0,1
3374,1,1,0,1
3375,0,1,1,1
3376,1,1,0,1
3377,0,1,0,1
3378,0,1,0,1
3379,0,0,2,1
3380,0,0,1,1
3381,1,0,1,1
3382,0,0,1,1
3383,0,0,1,1
3384,1,0,1,1
3385,1,1,1,1
3386,1,0,2,1
3387,1,0,0,1
3388,0,0,1,1
3389,0,0,0,1
3390,0,1,1,1
3391,0,1,1,1
3392,1,1,0,1
3393,1,1,1,1
3394,1,1,1,1
3395,1,1,0,1
3396,1,0,1,1
3397,0,1,0,1
3398,1,0,0,1
3399,0,1,0,1
3400,1,1,0,1
3401,0,1,0,1
3402,0,1,0,1
3403,1,1,0,1
3404,0,1,0,1
3405,1,1,0,1
3406,0,2,0,1
3407,0,1,0,1
3408,0,2,0,1
3409,0,1,0,1
3410,1,1,1,1
3411,0,1,1,1
3412,1,1,0,1
3413,1,1,0,1
3414,1,1,1,1
3415,0,1,1,1
3416,0,1,1,1
3417,0,1,0,1
3418,0,1,1,1
3419,1,2,0,1
3420,0,1,1,1
3421,1,1,2,1
3422,1,1,0,1
3423,0,2,0,1
3424,1,1,0,1
3425,1,1,0,1
3426,1,1,1,1
3427,1,1,1,1
3428,1,1,1,1
3429,1,1,1,1
3430,1,1,1,1
3431,0,2,1,1
3432,0,1,1,1
3433,0,1,1,1
3434,0,1,1,1
3435,1,1,0,1
3436,1,1,1,1
3437,0,1,1,1
3438,1,1,1,1
3439,1,1,1,1
3440,1,1,1,1
3441,1,1,1,1
3442,1,1,1,1
3443,0,1,0,1
3444,1,1,1,1
3445,1,1,1,1
3446,0,1,1,1
3447,1,2,0,1
3448,1,1,1,1
3449,1,2,0,1
3450,1,1,1,1
3451,0,1,1,1
3452,1,1,1,1
3453,0,1,1,1
3454,1,1,1,1
3455,1,0,1,1
3456,1,1,1,1
3457,1,1,1,1
3458,0,1,1,1
3459,0,2,1,1
3460,1,1,1,1
3461,0,1,0,1
3462,0,1,0,1
3463,1,1,0,1
3464,1,1,1,1
3465,1,1,1,1
3466,1,1,1,1
3467,1,1,1,1
3468,0,1,0,1
3469,1,1,1,1
3470,0,1,0,1
3471,1,1,1,1
3472,1,2,0,1
3473,1,1,2,1
3474,1,2,0,1
3475,0,1,0,1
3476,1,1,0,1
3477,1,0,0,1
3478,1,1,0,1
3479,1,1,0,2
3480,0,1,0,1
3481,0,1,1,1
3482,1,0,1,1
3483,1,1,1,7
3484,0,1,1,1
3485,1,1,1,7
3486,1,2,0,8
3487,0,1,1,1
3488,0,1,0,7
3489,0,0,0,3
3490,1,1,1,2
3491,0,1,0,1
3492,1,1,1,1
3493,1,1,0,8
3494,0,1,0,1
3495,0,1,1,2
3496,0,1,0,1
3497,0,1,0,3
3498,1,0,0,1
3499,0,1,0,1
3500,1,1,1,7
3501,1,1,1,7
3502,1,0,1,1
3503,1,1,0,8
3504,1,0,0,1
3505,0,2,0,8
3506,1,2,0,8
3507,1,1,0,7
3508,1,1,0,7
3509,0,1,1,1
3510,0,1,2,1
3511,1,2,0,8
3512,1,1,1,7
3513,0,2,0,1
3514,1,1,1,7
3515,1,1,1,7
3516,0,1,1,1
3517,0,1,1,2
3518,1,2,1,2
3519,0,1,1,1
3520,1,1,0,2
3521,0,1,1,1
3522,0,2,1,8
3523,1,1,0,2
3524,0,1,1,7
3525,0,1,1,1
3526,1,1,2,1
3527,0,1,1,1
3528,0,1,1,7
3529,0,1,1,2
3530,0,1,1,1
3531,1,1,0,7
3532,1,1,1,1
3533,0,1,1,1
3534,0,1,1,2
3535,0,1,1,1
3536,1,1,2,2
3537,0,1,1,7
3538,1,1,1,2
3539,1,0,0,1
3540,0,1,0,8
3541,1,1,1,1
3542,0,1,1,2
3543,0,1,1,1
3544,1,1,0,1
3545,0,1,1,1
3546,1,2,1,8
3547,0,1,1,1
3548,1,1,0,1
3549,0,1,0,1
3550,0,1,0,1
3551,1,1,0,1
3552,0,1,1,1
3553,0,2,0,1
3554,0,2,0,1
3555,1,2,0,1
3556,1,1,1,2
3557,1,2,0,3
3558,1,1,1,1
3559,1,1,0,1
3560,0,1,0,1
3561,1,1,0,2
3562,1,1,0,7
3563,0,0,2,7
3564,0,1,0,2
3565,1,1,1,2
3566,1,1,0,8
3567,0,0,1,7
3568,0,1,0,1
3569,1,2,0,8
3570,1,1,0,1
3571,0,1,0,8
3572,1,1,0,1
3573,0,1,1,1
3574,0,2,1,7
3575,1,2,0,1
3576,0,2,0,1
3577,1,0,0,1
3578,1,1,1,7
3579,0,1,1,1
3580,0,1,0,7
3581,1,1,0,1
3582,1,1,1,1
3583,0,1,0,7
3584,0,1,0,1
3585,0,1,0,1
3586,1,1,1,7
3587,0,1,0,8
3588,0,1,1,7
3589,1,0,1,3
3590,1,1,1,1
3591,1,1,0,7
3592,1,1,0,1
3593,1,1,0,1
3594,1,1,1,1
3595,0,1,0,1
3596,0,1,1,1
3597,1,1,0,1
3598,0,1,1,1
3599,0,1,0,3
3600,1,0,1,2
3601,0,1,1,1
3602,1,1,0,1
3603,1,1,1,7
3604,1,1,0,1
3605,0,1,0,8
3606,1,1,0,3
3607,0,1,1,1
3608,0,1,1,2
3609,1,1,0,1
3610,0,1,1,2
3611,0,1,1,1
3612,1,1,2,7
3613,1,1,1,1
3614,0,1,1,2
3615,0,1,1,1
3616,1,2,1,8
3617,1,1,0,2
3618,0,1,0,3
3619,1,1,1,1
3620,0,1,1,1
3621,1,1,0,3
3622,0,0,1,7
3623,0,0,1,1
3624,0,0,1,1
3625,0,2,1,8
3626,0,0,1,7
3627,0,1,0,1
3628,0,0,2,1
3629,0,1,0,1
3630,1,0,1,1
3631,1,1,0,7
3632,1,1,0,1
3633,1,0,1,1
3634,1,0,1,1
3635,0,1,1,1
3636,1,1,0,7
3637,0,2,0,8
3638,1,0,1,2
3639,0,1,1,7
3640,1,1,1,1
3641,1,0,1,1
3642,0,1,1,1
3643,1,1,1,1
3644,0,1,1,2
3645,0,1,1,7
3646,0,2,1,8
3647,0,1,2,2
3648,0,1,1,8
3649,1,0,1,7
3650,1,1,0,2
3651,1,1,1,2
3652,0,0,2,2
3653,0,1,0,7
3654,0,0,0,2
3655,1,1,1,1
3656,0,0,1,3
3657,0,1,1,1
3658,1,1,1,2
3659,0,0,2,3
3660,1,1,2,2
3661,1,0,2,2
3662,1,1,1,7
3663,0,1,0,5
3664,0,1,2,2
3665,1,1,0,1
3666,0,1,1,3
3667,0,1,0,3
3668,1,1,1,7
3669,1,1,1,7
3670,1,1,0,7
3671,0,2,0,7
3672,1,1,2,1
3673,0,1,1,1
3674,0,1,0,1
3675,0,2,1,1
3676,0,1,0,1
3677,1,1,1,2
3678,1,1,1,2
3679,0,2,1,1
3680,1,1,1,1
3681,0,2,1,8
3682,0,1,0,1
3683,1,1,1,2
3684,1,0,1,2
3685,0,1,1,8
3686,0,1,1,1
3687,1,1,1,7
3688,0,1,1,1
3689,1,0,1,1
3690,1,0,0,2
3691,0,1,1,3
3692,1,1,0,7
3693,1,1,1,1
3694,1,1,1,7
3695,1,1,1,3
3696,0,2,1,1
3697,0,2,0,1
3698,0,1,0,7
3699,1,1,0,8
3700,1,1,0,1
3701,0,1,1,3
3702,0,2,0,1
3703,1,1,1,3
3704,0,1,0,8
3705,1,1,0,7
3706,1,1,0,8
3707,1,1,1,2
3708,0,2,0,8
3709,0,2,0,8
3710,1,2,1,8
3711,0,1,0,1
3712,1,1,0,1
3713,1,1,0,1
3714,1,1,1,1
3715,1,1,0,1
3716,0,1,0,1
3717,0,1,1,8
3718,0,1,0,1
3719,0,1,1,1
3720,0,1,1,1
3721,0,1,1,1
3722,0,1,1,1
3723,0,1,1,1
3724,0,1,0,3
3725,1,1,1,1
3726,1,0,1,7
3727,1,1,0,1
3728,0,1,0,1
3729,0,2,1,8
3730,0,2,1,7
3731,1,1,0,2
3732,0,1,0,1
3733,0,1,0,1
3734,1,1,1,2
3735,1,1,1,1
3736,0,1,0,1
3737,0,2,0,1
3738,1,0,2,7
3739,0,1,0,1
3740,1,1,1,1
3741,1,0,1,7
3742,1,1,1,1
3743,0,2,1,8
3744,0,2,0,1
3745,1,2,0,8
3746,0,1,1,5
3747,1,1,1,7
3748,1,1,1,7
3749,1,1,1,7
3750,1,1,1,1
3751,0,1,1,2
3752,0,1,1,1
3753,0,1,1,1
3754,1,1,0,3
3755,1,1,1,1
3756,1,1,0,1
3757,0,2,0,7
3758,0,1,0,3
3759,0,1,0,2
3760,1,2,0,7
3761,1,1,1,1
3762,1,1,0,7
3763,1,1,0,1
3764,1,1,1,1
3765,0,1,1,1
3766,1,1,0,7
3767,1,1,0,7
3768,1,1,1,1
3769,0,1,1,7
3770,1,1,1,1
3771,0,1,1,1
3772,1,1,2,8
3773,0,1,1,1
3774,1,1,1,1
3775,1,1,2,1
3776,1,1,0,1
3777,0,1,1,1
3778,1,1,0,3
3779,1,1,1,1
3780,0,1,1,1
3781,1,1,2,8
3782,0,1,1,7
3783,0,1,0,8
3784,0,2,2,8
3785,0,1,1,7
3786,0,2,0,8
3787,0,1,1,1
3788,0,1,0,1
3789,1,1,1,1
3790,1,1,1,7
3791,1,1,1,1
3792,0,1,0,3
3793,1,1,1,1
3794,1,1,1,1
3795,1,1,2,1
3796,0,1,1,1
3797,0,1,1,2
3798,1,1,1,7
3799,0,1,1,2
3800,1,1,1,7
3801,1,1,1,1
3802,0,1,1,8
3803,1,0,2,3
3804,0,1,1,8
3805,1,0,1,1
3806,1,1,1,7
3807,0,1,1,1
3808,1,1,1,7
3809,0,1,1,1
3810,1,0,1,3
3811,0,1,1,2
3812,1,1,1,7
3813,0,1,0,3
3814,0,0,1,1
3815,0,1,2,1
3816,1,1,1,1
3817,0,1,1,7
3818,1,1,1,7
3819,0,1,1,1
3820,0,2,0,1
3821,1,1,0,1
3822,1,1,1,2
3823,0,1,1,7
3824,1,1,1,1
3825,1,1,1,1
3826,0,1,2,1
3827,0,2,0,8
3828,0,1,1,1
3829,1,1,2,2
3830,0,1,1,7
3831,1,0,2,3
3832,0,1,1,1
3833,0,1,0,1
3834,1,1,2,2
3835,1,1,1,1
3836,1,1,1,1
3837,0,0,1,1
3838,1,1,1,1
3839,0,1,1,7
3840,1,1,2,7
3841,0,1,1,2
3842,0,1,1,7
3843,0,1,1,1
3844,0,1,1,3
3845,0,1,1,8
3846,1,1,1,1
3847,0,1,1,1
3848,0,1,1,1
3849,1,1,1,7
3850,0,1,1,1
3851,1,1,2,1
3852,0,1,1,3
3853,1,1,2,7
3854,1,1,1,7
3855,1,1,1,1
3856,0,2,1,1
3857,0,1,1,1
3858,0,1,2,1
3859,0,1,2,1
3860,0,1,2,1
3861,1,1,1,1
3862,0,1,1,1
3863,0,1,1,1
3864,1,1,1,1
3865,1,1,1,1
3866,1,1,1,1
3867,0,2,1,1
3868,0,1,1,1
3869,0,1,1,2
3870,0,1,1,1
3871,1,1,1,7
3872,1,1,1,1
3873,1,1,1,3
3874,1,1,0,1
3875,0,1,1,1
3876,0,1,1,1
3877,1,1,1,1
3878,1,1,1,1
3879,1,1,1,3
3880,1,1,2,1
3881,1,1,1,2
3882,1,1,1,1
3883,0,1,0,2
3884,1,1,0,1
3885,1,1,1,1
3886,1,0,0,2
3887,0,1,2,1
3888,0,2,0,8
3889,1,1,1,1
3890,0,0,2,1
3891,0,1,0,1
3892,1,1,0,3
3893,0,1,2,1
3894,1,1,0,7
3895,1,1,0,1
3896,1,1,1,1
3897,1,1,1,1
3898,0,1,1,1
